Ticket id,Interaction id,Interaction date,Mailbox,x_ts,x_ic,Innso TYPOLOGY_TICKET ,y1,y2,y3,y4
22944,64148,44805.27708,support.eu@aspiegel.com,,product appgallery games requests refund request in app purchase not received contact full name valencia phone numbe contact email address huawei id account sum of the issue compra realizada descontada pero no me lleg nada al juego home news events products partners support copyright aspiegel se,AppGallery &amp; Games /  Refund request: unwanted subscription/ item/ app,AppGallery &amp; Games ,Problem/Fault,Third Party APPs,Refund
22944,64216,44805.39722,support.eu@aspiegel.com,,aspiegel phone xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,AppGallery &amp; Games /  Refund request: unwanted subscription/ item/ app,AppGallery &amp; Games ,Problem/Fault,Third Party APPs,Refund
22943,64147,44805.20972,support.pt@aspiegel.com,appgallery problems and suggestions,description how to installed contact information,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Suggestion,General,Others
22943,64213,44805.39514,support.pt@aspiegel.com,appgallery problems and suggestions,this email is in regards to your concern about your appgallery issue in order to be able to further investigate it can you please provide us with the following description of the issue screenshot or record video of error when issue happened your huawei id app gallery hms core open then take screenshot your phone model sn number of your device app gallery version huawei app gallery me about hms core version huawei app gallery hms core open settings about related app related app version the log of app gallery for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely stela se uma empresa constitu da segundo as leis da irlanda com sede em dublin irlanda se provedor de huawei mobile services para huawei honor propriet rios de dispositivos na europa canad austr lia zel ndia outros pa ses to appgallery problems and suggestions description how to installed contact information,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Others,,
22938,64257,44805.44722,support.pt@aspiegel.com,appgallery problems and suggestions,we desiegel we hope you are well to provide you with the best solution we ask you for the following information description of the problem screenshot or video record of the error the moment when the problem occurred your huawei id appgallery hms core open then make screenshot of my own xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games ,Suggestion,General,Others
22935,64164,44805.34306,support.eu@aspiegel.com,problems and suggestions,for choosing we hope that you are doing well am glad to assist you with your inquiry and will do my best to help you with your problem perform the following to troubleshoot clear the cache data of google play store and google play services note this action will clear your google account data it is recommended that you back up the data before doing so open settings search for apps go to more show system processes and touch google play store then go to storage clear data repeat the steps for google play services check whether your phone has good network connection it is recommended that you download the app in good network environment check whether digital balance student mode is enabled if yes open settings search for digital balance or student mode disable it and try again restart the device please do not hesitate to contact us if we can be your further assistance with kind regards ian to appgallery problems and suggestions am finding it very difficult to access my google play store up sent from my honor phone,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Suggestion,General,Others
22931,64270,44805.46667,support.pt@aspiegel.com,envio de recompensa resgatada sending redeemed rewards,hugo brito we recommend that you contact us through the android channel discord https discord gg tkyzc cagu from the work environment of your computer directly if you have any difficulties in using the discord or if you prefer that we deal with the case please provide us with the following information for more in depth investigation your identity of the huawei is the same your country service reset is the appgallery me settings country your name of the game is the name of the campaign in which you participated,"AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions
22931,64278,44805.46944,support.pt@aspiegel.com,envio de recompensa resgatada sending redeemed rewards,good night don intend computer get outlook for android from good delivery devices send am to subject send reward rescued hugo brito we recommend that you contact us through the channel discord https discord gg tkyzc cagu from the work environment of your new computer to download directly if you have any difficulties in the use of the disagreement points or if you prefer that we address your case please provide us with the following information for more detailed investigation your identification of huawei your country of service appgallery me configurations country the application of the game is the name of the app of the app of the app of the app of the app of the app of the app,"AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions
22931,64290,44805.49097,support.pt@aspiegel.com,envio de recompensa resgatada sending redeemed rewards,in this case if you have any further questions please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please,"AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions
22931,64537,44805.85,support.pt@aspiegel.com,envio de recompensa resgatada sending redeemed rewards,in this case in order to help you we will provide you with the following information in this case we will provide you with the following information in this case we will provide you with the following information in this case we will provide you with the following information in this case we will provide you with the following information in this case we will provide you with the following information in this case we will provide you with the following information in this case we will provide you with the following information in this case we will provide you with the following information in this case we will provide you with the following information in this case we will provide you with the following information in this case we will provide you with the following information in this case we will provide you with the following information in this case we will provide you with the following information in this case we will provide you with the,"AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions
22928,64311,44805.52222,support.de@aspiegel.com,update,this mail refers to your request regarding the app this mail refers to your request regarding the app this mail refers to your request regarding the app this mail refers to your request regarding the app this mail refers to your request regarding the app this mail refers to your request regarding the app this mail refers to your request regarding the app this mail refers to your request regarding the app this mail refers to your request regarding the app this mail refers to your request regarding the app this mail refers to your request regarding the app this mail refers to your request regarding the app this mail refers to your request regarding the app this mail refers to your request regarding the app this mail refers to your request regarding the app this,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Problem/Fault,AppGallery-Use,UI Abnormal in Huawei AppGallery
22928,64533,44805.8375,support.de@aspiegel.com,update,if you are interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this you will be interested in this,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Problem/Fault,AppGallery-Use,UI Abnormal in Huawei AppGallery
22928,64535,44805.84167,support.de@aspiegel.com,update,if you are interested in this you are interested in this you are interested in this you are interested in this you are interested in this you are interested in this you are interested in this you are interested in this you are interested in this you are interested in this you are interested in this you are interested in this you are interested in this you are interested in this you are interested in this you are interested in this you are interested in this you are interested in this you are interested in this you are interested in this,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Problem/Fault,AppGallery-Use,UI Abnormal in Huawei AppGallery
22926,64180,44805.35556,support.es1@aspiegel.com,tagged with: huawei,please check if you have pressed the accept button during the payment process which means that you accept receiving the cashback on huawei points these were the steps you had to follow to accept the cashback on huawei points these are the steps you have to follow to accept the cashback on huawei points these are the steps you have to follow to accept the cashback on huawei points these are the steps you have to follow to accept the cashback on huawei points these are the steps you have to follow to accept the cashback on huawei points,AppGallery &amp; Games / Huawei points missing,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22926,64224,44805.40208,support.es1@aspiegel.com,huawei points,the problem was just that on the end of the year the end of the year the end of the year the end of the year the end of the year the end of the year the end of the year the end of the year the end of the year the end of the year the end of the year the end of the year the end of the year the end of the year the end of the year the end of the year the end of the year the end of the year the end of the year the end of the year the end of the year the end of the year the end of the year the end of the year,AppGallery &amp; Games / Huawei points missing,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22926,64238,44805.42569,support.es1@aspiegel.com,tagged with: huawei,as result it is necessary to ensure that you have the right to obtain the right to obtain the right to obtain the right to obtain the right to obtain the right to obtain the right to obtain the right to obtain the right to obtain the right to obtain the right to obtain the right to obtain the right to obtain the right,AppGallery &amp; Games / Huawei points missing,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22926,64320,44805.53333,support.es1@aspiegel.com,huawei points,as result of this it is necessary to ensure that you are fully informed and that you are fully informed and that you are fully informed and that you are fully informed and that you are fully informed and that you are fully informed and that you are fully informed and that you are fully informed and that you are fully informed and that you are fully informed and that you are fully informed and that you are fully informed and that you are fully informed and that you are fully informed and that you are fully informed and that you are fully informed,AppGallery &amp; Games / Huawei points missing,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22926,64322,44805.53611,support.es1@aspiegel.com,tagged with: huawei,as result it is necessary to ensure that you have the right to ensure that you have the right to ensure that you have the right to ensure that you have the right to ensure that you have the right to ensure that you have the right to ensure that you have the right to ensure that you have the right to ensure that you have the right to ensure that you have the right to ensure that you have the right to ensure that you have the right to ensure that you have the right to ensure that you have the right to ensure that you have the right to ensure that you have the right to ensure that you have the right to ensure that you have the right to ensure that you have the right to ensure that you have the right to ensure that you have the right to ensure that you have the right to ensure that you have the right to ensure that you have the right to ensure that you have the right to ensure that you,AppGallery &amp; Games / Huawei points missing,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22924,64153,44805.31736,support.eu@aspiegel.com,refund request,screenshot com huawei hwid jpg svid mp on wed at wrote we hope you re doing well will do my very best to assist you this email is regarding your refund request in order to give you the best solution please provide us with the following information screenshot or record video of the charge your huawei id app gallery hms core open then take screenshot if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely alexandru to refund request the game is allowing illegal third party transactions and it not fair for players purchasing through legal and legit platforms to recharge so demand at least partial refund from the app kingdom guard,AppGallery &amp; Games / Refund request: accidental purchase  ( item),AppGallery &amp; Games ,Problem/Fault,Third Party APPs,Refund
22924,64303,44805.51042,support.eu@aspiegel.com,refund request,unfortunately our internal tools do not allow access to folders from google drive could you please send them in another format also could you please provide us with you huawei id for your understanding and cooperation sincerely alexandru to refund request screenshot com huawei hwid jpg svid mp on wed at wrote we hope you re doing well will do my very best to assist you this email is regarding your refund request in order to give you the best solution please provide us with the following information screenshot or record video of the charge your huawei id app gallery hms core open then take screenshot if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely alexandru to refund request the game is allowing illegal third party transactions and it not fair for players purchasing through legal and legit platforms to recharge so demand at least partial refund from the app kingdom guard,AppGallery &amp; Games / Refund request: accidental purchase  ( item),AppGallery &amp; Games ,Problem/Fault,Third Party APPs,Refund
22924,64323,44805.53611,support.eu@aspiegel.com,refund request,huawei id video of charge https youtube com shorts nppd mzfgpg feature share on thu at wrote unfortunately our internal tools do not allow access to folders from google drive could you please send them in another format also could you please provide us with you huawei id for your understanding and cooperation sincerely alexandru to refund request screenshot com huawei hwid jpg svid mp on wed at wrote we hope you re doing well will do my very best to assist you this email is regarding your refund request in order to give you the best solution please provide us with the following information screenshot or record video of the charge your huawei id app gallery hms core open then take screenshot if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely alexandru to refund request the game is allowing illegal third party transactions and it not fair for players purchasing through legal and legit platforms to recharge so demand at least partial refund from the app kingdom guard,AppGallery &amp; Games / Refund request: accidental purchase  ( item),AppGallery &amp; Games ,Problem/Fault,Third Party APPs,Refund
22924,64356,44805.59722,support.eu@aspiegel.com,refund request,we have checked with our internal team the huawei id and all the transactions took place more than days ago and according to our internal policy we are unable to assist you with the refund we advise you to report it to the developers and get feedback from their side also because we understand precisely what you mean with illegal payment for your understanding if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely alexandru to refund request huawei id video of charge https youtube com shorts nppd mzfgpg feature share on thu at wrote unfortunately our internal tools do not allow access to folders from google drive could you please send them in another format also could you please provide us with you huawei id for your understanding and cooperation sincerely alexandru to refund request screenshot com huawei hwid jpg svid mp on wed at wrote we hope you re doing well will do my very best to assist you this email is regarding your refund request in order to give you the best solution please provide us with the following information screenshot or record video of the charge your huawei id app gallery hms core open then take screenshot if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely alexandru to refund request the game is allowing illegal third party transactions and it not fair for players purchasing through legal and legit platforms to recharge so demand at least partial refund from the app kingdom guard,AppGallery &amp; Games / Refund request: accidental purchase  ( item),AppGallery &amp; Games ,Problem/Fault,Third Party APPs,Refund
22909,64407,44805.62361,support.pt@aspiegel.com,appgallery problems and suggestions,we hope you re doing well in order to give you the best solution could you please clarify your request with following information description of the issue screenshot or record video of error when issue happened your huawei id app gallery hms core open then take screenshot your phone model sn number of your device app gallery version huawei app gallery me about hms core version huawei app gallery hms core open settings about related app related app version the log of app gallery if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely se uma empresa constitu da segundo as leis da irlanda com sede em dublin irlanda se provedor de huawei mobile services para huawei honor propriet rios de dispositivos na europa canad austr lia zel ndia outros pa ses to appgallery probl k javaslatok le s nem tudom telep teni messengert vjegy inform ci a huawei telefonomr k ldve,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games ,Others,,
22876,64299,44805.50764,support.eu@aspiegel.com,tagged: cashback,for your understanding and we are sorry for the misunderstanding indeed my colleagues was talking about points and also for confirming us that you received the compensation we apologise for any inconvenience this process cause should you have any further questions please do not hesitate to contact us by replying to this mail sincerely madalin aspiegel to cashback on further review looking much later than the date in the last email cam see compensation for is this what was referred to as points because these numbers are very different on wed wrote for your patience regarding the paysafe campaign cashback you will receive the cashback as soon as the game team staff know the ision of budget owner regarding the fact you mentioned to not having received the cashback the team confirmed us that you received huawei points for non working gog points back in the days you can check their huawei points balance by going to huawei wallet me huawei points click on huawei points balance or settings account center huawei points payment and purchases coupons used expired used if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely madalin aspiegel,AppGallery &amp; Games / Huawei points missing,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22853,64385,44805.61736,support.es1@aspiegel.com,error in receiving gifts,would like to follow the case you raised on if we don have your news in hours we will close this ticket once closed the ticket we will have to submit new ticket to receive more assistance which can cause delays in the resolution of the problem for your understanding if you have any other question don hesitate to answer this mail thread and we will be delighted to help you solve your doubts attention to the customer aspiegel se is company constituted under the legislation of with its headquarters in,AppGallery &amp; Games / Unable to claim the prize/points/coupons,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22836,64448,44805.68472,support.pt@aspiegel.com,appgallery problems and suggestions,we hope you re doing well in order to give you the best solution could you please clarify your request with following information description of the issue screenshot or record video of error when issue happened your huawei id app gallery hms core open then take screenshot your phone model sn number of your device app gallery version huawei app gallery me about hms core version huawei app gallery hms core open settings about related app related app version the log of app gallery if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely se uma empresa constitu da segundo as leis da irlanda com sede em dublin irlanda se provedor de huawei mobile services para huawei honor propriet rios de dispositivos na europa canad austr lia zel ndia outros pa ses to appgallery problemos ir pasi lymai ymas ne galio tis diegimo paketas klaida kontaktin informacija,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games ,Suggestion,Other,
22825,64434,44805.66042,support.fr@aspiegel.com,the vip program,am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not sure if am not,AppGallery &amp; Games / Unable to claim the prize/points/coupons,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22825,64438,44805.66875,support.fr@aspiegel.com,category: vip program,in the meantime there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no doubt that there is no,AppGallery &amp; Games / Unable to claim the prize/points/coupons,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22825,64482,44805.74167,support.fr@aspiegel.com,category: vip program,there are several different sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts of sorts,AppGallery &amp; Games / Unable to claim the prize/points/coupons,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22825,64551,44805.97431,support.fr@aspiegel.com,the vip program,for example if you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company,AppGallery &amp; Games / Unable to claim the prize/points/coupons,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22814,64188,44805.3625,support.eu@aspiegel.com,,this is the first time that we will be able to do this and this is the first time that we will be able to do this and this is the first time that we will be able to do this and this is the first time that we will be able to do this and this is the first time that we will be able to do this and this is the first time that we will be able to do this,"AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Cooperated campaign issue
22808,64293,44805.49583,support.eu@aspiegel.com,,if you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company you are member of the company,"AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Cooperated campaign issue
22701,64522,44805.81944,support.eu@aspiegel.com,,this email is regarding your concern about you physical price not being received in order to better investigate this issue we would kindly like to ask you for the following information please send us the date you were contacted by the customer service team regarding the prize send us your huawei id your huawei id can be found by going to phone settings account center your huawei id will be at the top of the screen right below your profile picture send us your account country outline the prize you won state the name of the campaign you participated in provide screenshot of the winning notification after you won the prize if possible screenshot of the campaign you attended if we do not hear from you within hours we will close this ticket once the ticket is closed we will need to file new ticket to receive further assistance which cause delays in resolving the issue for your understanding if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely alexandru to support issue submit we hope you re doing well this email is regarding your concern about you physical price not receive in order to better investigate this issue we would kindly like to ask you for the following information please send us the date you were contacted by the customer service team regarding the prize send us your huawei id your huawei id can be found by going to phone settings account center your huawei id will be at the top of the screen right below your profile picture send us your account country outline the prize you won state the name of the campaign you participated in provide screenshot of the winning notification after you won the prize if possible screenshot of the campaign you attended if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely ram to support issue submit product appgallery games requests report scam or fraud contact full name chima phone numbe contact email address huawei id account sum of the issue have won this prize in the app gallery the huawei matepad pro but still haven received have been making reports but my huawei matepad pro still hasn been shipped please do something about it home news events products partners support copyright se,AppGallery &amp; Games / Delivery of the item request:  In- App Purchase not received,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Cooperated campaign issue
22591,64454,44805.69583,support.pt@aspiegel.com,appgallery  problems and suggestions,would like to make tracking of the case that is presented on the th seocxx would like to make tracking of the case that is presented on the th seocxx would like to make tracking of the case that is presented on the th seocxx would like to make tracking of the case that is presented on the th seocxx would like to make tracking of the case that is presented on the th seocxx would like to make tracking of the case that is presented on the th seocxx would like to make tracking of the case that is presented on the th seocxx would like to make tracking of the case that is presented on the th seocxx,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games ,Problem/Fault,AppGallery-Use,UI Abnormal in Huawei AppGallery
22567,64199,44805.37708,support.pt@aspiegel.com,appgallery problems and suggestions,you have reported an issue in appgallery to proceed with the investigation would you please provide us with the following information description of the issue screenshot or record video of error when issue happened your huawei id app gallery hms core open then take screenshot your phone model sn number of your device app gallery version huawei app gallery me about hms core version huawei app gallery hms core open settings about related app related app version the log of app gallery if we do not hear from you within hours we will close this ticket once the ticket is closed we will need to file new ticket to receive further assistance which cause delays in resolving the issue for your understanding sincerely stela aspiegel aspiegel se uma empresa constitu da segundo as leis da irlanda com sede em dublin irlanda aspiegel se provedor de huawei mobile services para huawei honor propriet rios de dispositivos na europa canad austr lia zel ndia outros pa ses to appgallery probleme sugestii descriere actualizare informa ii despre ut ri facebook informa ii contact trimis de pe telefonul meu huawei,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games ,Others,,
22555,64198,44805.375,support.pt@aspiegel.com,appgallery problems and suggestions,you have reported an issue in appgallery to proceed with the investigation would you please provide us with the following information description of the issue screenshot or record video of error when issue happened your huawei id app gallery hms core open then take screenshot your phone model sn number of your device app gallery version huawei app gallery me about hms core version huawei app gallery hms core open settings about related app related app version the log of app gallery if we do not hear from you within hours we will close this ticket once the ticket is closed we will need to file new ticket to receive further assistance which cause delays in resolving the issue for your understanding sincerely stela aspiegel aspiegel se uma empresa constitu da segundo as leis da irlanda com sede em dublin irlanda aspiegel se provedor de huawei mobile services para huawei honor propriet rios de dispositivos na europa canad austr lia zel ndia outros pa ses to appgallery problems and suggestions description old version contact information sent from my phone,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games ,Others,,
22481,64456,44805.69444,support.de@aspiegel.com,collecting more information,you are he web web web web web web web web web web web web web web web web web web web web web web web web web web web web,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Others,,
22405,64292,44805.49514,support.eu@aspiegel.com,,we are bringing you an answer regarding your concern after investigation it seems that you haven purchased the cloud plan through the campaign page instead you purchased normal plan with one month free on the normal upgrade page that is why you had not chance to take part in the draw in this situation we suggest you to cancel the current subscription we can refund you the current one and purchase plan on our campaign page so you will have the chance to participate to the campaign if you ide so please write us back and let us know for your patience during this process sincerely stela to support issue submit that the only reason upgraded to get chance into the competition will get chance when the payment comes out also can you point out where this trial was mentioned when upgrading through the promotion as have been mislead get outlook for android from sent am to subject support issue submit we are bringing you an answer regarding the cloud campaign for this campaign one condition was that the users had to be charged with the amount for the gb gb monthly or the tb monthly if you haven been charged it seems that you took part in y free trial and that why the system did not allow you to participate in the campaign for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely stela to support issue submit so haven been charged yet but it says the renewal is the th so guess then it hasn charged me for the upgrade in seems like it will on the th get outlook for android from sent pm to subject support issue submit for the new information provided in order to be able to investigate your issue further we will need you to kindly send us proof of transaction if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with the invoice number available if the payment was made with your phone the phone number get charged and screenshot of phone bill showing the charges from se for your understanding and cooperation sincerely stela to support issue submit psa for evidence that have very recently upgraded storage purchased th of regards get outlook for android from sent am to subject support issue submit we are bringing you an answer regarding your concern our internal team has checked the account linked to curt and noticed that no upgrade has been made recently so that is why you aren eligible to take part in the draw there are some articles specified in the terms and conditions that can help when entering the huawei cloud campaign page participants will see the list of cloud packages to be subscribed to in order to participate in the campaign in order to take part in the campaign users need to update their huawei cloud to version or above in order to update their version of huawei cloud users need to open huawei cloud on their device tap the three four dots in the top right hand corner of the screen to navigate to settings then select check for updates after accepting the terms and conditions and subscribing to any of the available packages on the campaign page participants will have chance to win prize by taking part in the lucky draw one payment entitles the participant to one chance to enter the lucky draw purchase gb monthly subscription month and get chance to win purchase gb monthly subscription month get chance to win purchase tb monthly subscription month and get chance to win we hope this is for help if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely stela to support issue submit hi huawei account d uk the promotion is in the pictures however after upgrading through the promotion haven received chance into the draw psa for further evidence regards get outlook for android from sent to subject support issue submit we hope you re doing well this email is in regards to your concern about not having received your entry after upgrading the cloud storage in order to better investigate this issue we would kindly like to ask you for the following information send us your huawei id your huawei id can be found by going to phone settings account center your huawei id will be at the top of the screen right below your profile picture send us your account country outline the prize you had to win state the name of the campaign you participated in provide screenshot of the winning notification after you won the prize if possible screenshot of the campaign you attended for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely stela to support issue submit product cloud requests keting campaign huawei points coupons prize contact full name watkins phone numbe contact email address huawei id account sum of the issue upgraded huawei cloud storage to get i entry win tech prizes and havent got the entry home news events products partners support copyright se,AppGallery &amp; Games / Unable to claim the prize/points/coupons,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Cooperated campaign issue
22311,64297,44805.50208,support.eu@aspiegel.com,appgallery problems and suggestions,please follow the steps below if the system keeps displaying message indicating that the app is being installed delete the downloaded app package or terminate the download task and try to install the app again to delete the app package open huawei appgallery go to me installation packages and delete the package in question to terminate the download task open huawei appgallery go to me installation manager and touch the download progress bar on the right of the app in question clear the cache of huawei appgallery and try to install the app from huawei appgallery again refer to step in what should do if can download an app in huawei appgallery check whether privatespace has been enabled by going to settings privacy privatespace or whether sub user has been created by going to settings users accounts if so disable it and try to install the app in question again restart your device connect it to another network and try to download and install the app again the cause of no certificate found is the app not be compatible with the device system the suggestion in the faq is when you search for the app check whether there is tag indicating whether the app is compatible with your device download the app after confirming that it is compatible also you can check and update your hms core by going to settings hms core check for updates we apologise for any inconvenience this process cause should you have any further questions please do not hesitate to contact us by replying to this mail sincerely madalin to appgallery problems and suggestions thanks for getting in touch the app am having problems with is boom music player and equaliser phone model huawei pro emui version not sure about hms gms huawei id get bluemail for android on at target blank wrote we hope you re doing well in order for us to give you the best solution could you please clarify your request the game that you have issues with phone model emui version hms gms version huawei id screenshot with error if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely luisa to appgallery problems and suggestions description boom won install no certificate found error code contact information get bluemail for android,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Problem/Fault,AppGallery-Install/Upgrade,Can't install Apps
21011,64226,44805.40625,support.es1@aspiegel.com,error in campaigns,as result of this it is necessary to ensure that you are fully informed and that you are fully informed and that you are fully informed and that you are fully informed and that you are fully informed and that you are fully informed and that you are fully informed and that you are fully informed and that you are fully informed and that you are fully informed and that you are fully informed and that you are fully informed and that you are fully informed and that you are fully informed and that you are fully informed,AppGallery &amp; Games / Unable to join campaign,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Cooperated campaign issue
